date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:28:01	116192/116192	---M-Z	200	added ('OK')	text/html	etag:%22e90d5538505f96bc52b76d59b7fb90dd%22	https://superfluous-kimchi-689705.framer.app/	D:/My%20Web%20Sites/kiarportfolio/superfluous-kimchi-689705.framer.app/index.html	(from )
05:28:01	114/114	---M-Z	200	added ('OK')	text/plain	etag:%22a429a9e79ac35e91d499e72bd5423e5b%22	https://superfluous-kimchi-689705.framer.app/robots.txt		(from )
05:28:01	223/223	---M--	200	added ('OK')	image/png	etag:%22810193ede98443698ba6b54575e9cf3c%22	https://framerusercontent.com/sites/icons/default-favicon-light.v1.png	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/sites/icons/default-favicon-light.v1.png	(from https://superfluous-kimchi-689705.framer.app/)
05:28:02	227/227	---M--	200	added ('OK')	image/png	etag:%22e44c40138d977deec13c54928aec692d%22	https://framerusercontent.com/sites/icons/default-favicon-dark.v1.png	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/sites/icons/default-favicon-dark.v1.png	(from https://superfluous-kimchi-689705.framer.app/)
05:28:02	8598/8598	---M--	200	added ('OK')	image/png	etag:%2218abb0c2b2ff01a1658d805c5dd98278%22	https://framerusercontent.com/sites/icons/default-touch-icon.v3.png	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/sites/icons/default-touch-icon.v3.png	(from https://superfluous-kimchi-689705.framer.app/)
05:28:02	115084/115084	---M-Z	200	added ('OK')	text/html	etag:%22bf0471352e9c6fde4c19245a75dfd0c3%22	https://superfluous-kimchi-689705.framer.app/about	D:/My%20Web%20Sites/kiarportfolio/superfluous-kimchi-689705.framer.app/about.html	(from https://superfluous-kimchi-689705.framer.app/)
05:28:03	123899/123899	---M-Z	200	added ('OK')	text/html	etag:%22e4908c71a58769acade779103aeddfec%22	https://superfluous-kimchi-689705.framer.app/therockstarexperience	D:/My%20Web%20Sites/kiarportfolio/superfluous-kimchi-689705.framer.app/therockstarexperience.html	(from https://superfluous-kimchi-689705.framer.app/)
05:28:03	37953/37953	---MC-	200	added ('OK')	image/jpeg	etag:%22d3c0707cf433139546649927955aa42b%22	https://framerusercontent.com/images/M5W8hVZFzRRFWsQz7lZHyfvkgP8.jpg?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/M5W8hVZFzRRFWsQz7lZHyfvkgP8bf23.jpg	(from https://superfluous-kimchi-689705.framer.app/)
05:28:03	592695/592695	---MC-	200	added ('OK')	image/jpeg	etag:%22ef5a0259c8458f9eaecd37726de5f160%22	https://framerusercontent.com/images/nq24rbWlIZGK8rHe5ladyS71q6E.jpg	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/nq24rbWlIZGK8rHe5ladyS71q6E.jpg	(from https://superfluous-kimchi-689705.framer.app/)
05:28:03	107917/107917	---M-Z	200	added ('OK')	text/html	etag:%229d74fb95f4adc1cb8801ed2149a081cf%22	https://superfluous-kimchi-689705.framer.app/flaws	D:/My%20Web%20Sites/kiarportfolio/superfluous-kimchi-689705.framer.app/flaws.html	(from https://superfluous-kimchi-689705.framer.app/)
05:28:04	24781/24781	---MC-	200	added ('OK')	image/jpeg	etag:%2254c733af6d35ad01d07f2c4ea925dbd5%22	https://framerusercontent.com/images/w1VQqRITG7N00tdlEWdKda8AMs.jpg?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/w1VQqRITG7N00tdlEWdKda8AMsbf23.jpg	(from https://superfluous-kimchi-689705.framer.app/)
05:28:05	7869155/7869155	---MC-	200	added ('OK')	image/gif	etag:%22f6b24a8dbcb077f90694bec4b97834e9%22	https://framerusercontent.com/images/3m5t13je9caxWxdVDgcEZDBhovs.gif	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/3m5t13je9caxWxdVDgcEZDBhovs.gif	(from https://superfluous-kimchi-689705.framer.app/)
05:28:05	136523/136523	---M-Z	200	added ('OK')	text/html	etag:%2215c9fbb036324a2e51eddb3dcb29ee4d%22	https://superfluous-kimchi-689705.framer.app/synesthesia	D:/My%20Web%20Sites/kiarportfolio/superfluous-kimchi-689705.framer.app/synesthesia.html	(from https://superfluous-kimchi-689705.framer.app/)
05:28:05	35830/35830	---MC-	200	added ('OK')	image/jpeg	etag:%22e80b88948110bbf70b5c5add1b76ea71%22	https://framerusercontent.com/images/KUYxHtsKyqLWw4Q91BcRc3AHCIA.jpg?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/KUYxHtsKyqLWw4Q91BcRc3AHCIAbf23.jpg	(from https://superfluous-kimchi-689705.framer.app/)
05:28:06	6484824/6484824	---MC-	200	added ('OK')	image/gif	etag:%22d097de878fcbdbc900f5eee83a3c566b%22	https://framerusercontent.com/images/m6MeErdoLstalfve0zu5ERBxQU.gif?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/m6MeErdoLstalfve0zu5ERBxQU17f5.gif	(from https://superfluous-kimchi-689705.framer.app/)
05:28:06	114775/114775	---M-Z	200	added ('OK')	text/html	etag:%22c24de18839b3e41005d3eca9197c1eeb%22	https://superfluous-kimchi-689705.framer.app/dassaiwlp	D:/My%20Web%20Sites/kiarportfolio/superfluous-kimchi-689705.framer.app/dassaiwlp.html	(from https://superfluous-kimchi-689705.framer.app/)
05:28:06	36561/36561	---MC-	200	added ('OK')	image/jpeg	etag:%22b3b39435d877976519b79ccb6af4ebeb%22	https://framerusercontent.com/images/nJEk4ywD8utPjrT47j9fao1G1ro.jpg?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/nJEk4ywD8utPjrT47j9fao1G1robf23.jpg	(from https://superfluous-kimchi-689705.framer.app/)
05:28:07	733831/733831	---MC-	200	added ('OK')	image/jpeg	etag:%220fc2c8693a9e0fd9307b45db5f1a8203%22	https://framerusercontent.com/images/ZHpxYRPG68PH3q7SBxIUjSmqJM.jpg	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/ZHpxYRPG68PH3q7SBxIUjSmqJM.jpg	(from https://superfluous-kimchi-689705.framer.app/)
05:28:07	108019/108019	---M-Z	200	added ('OK')	text/html	etag:%2220f9bf4b98bc6cc696af9e77825fb66a%22	https://superfluous-kimchi-689705.framer.app/blind	D:/My%20Web%20Sites/kiarportfolio/superfluous-kimchi-689705.framer.app/blind.html	(from https://superfluous-kimchi-689705.framer.app/)
05:28:07	26715/26715	---MC-	200	added ('OK')	image/jpeg	etag:%22818087eceef499629eb80d161d74db8e%22	https://framerusercontent.com/images/LO0TJzq1KXekCCpFTrJ7a36Jfsg.jpg?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/LO0TJzq1KXekCCpFTrJ7a36Jfsgbf23.jpg	(from https://superfluous-kimchi-689705.framer.app/)
05:28:07	350271/350271	---MC-	200	added ('OK')	image/gif	etag:%223a64684ecc8a6a6a2464a5904731f220%22	https://framerusercontent.com/images/1ciyEjxODwiaLCNzr6T16LIpBY.gif?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/1ciyEjxODwiaLCNzr6T16LIpBY17f5.gif	(from https://superfluous-kimchi-689705.framer.app/)
05:28:08	127403/127403	---M-Z	200	added ('OK')	text/html	etag:%22aece1fb9cb8c5de828b6a03a102f057b%22	https://superfluous-kimchi-689705.framer.app/avantminuit	D:/My%20Web%20Sites/kiarportfolio/superfluous-kimchi-689705.framer.app/avantminuit.html	(from https://superfluous-kimchi-689705.framer.app/)
05:28:08	61756/61756	---MC-	200	added ('OK')	image/jpeg	etag:%227fe64af36793233da3579452fe1e794e%22	https://framerusercontent.com/images/eBiJDhql5XCquHyCxlRy0O8sMs.jpg?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/eBiJDhql5XCquHyCxlRy0O8sMsbf23.jpg	(from https://superfluous-kimchi-689705.framer.app/)
05:28:09	23153/23153	---MC-	200	added ('OK')	image/png	etag:%22cd628a31e1a24418d6a80ffe418a4623%22	https://framerusercontent.com/images/YLbhjTyjiqO0x8tBaGhGDEMPZU.png?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/YLbhjTyjiqO0x8tBaGhGDEMPZU9ae5.png	(from https://superfluous-kimchi-689705.framer.app/about)
05:28:09	27752/27752	---MC-	200	added ('OK')	image/png	etag:%22d2b2467623139a0192d0f99f0af13440%22	https://framerusercontent.com/images/HqVDa89ULJx85YTlBOcAMuQ8SI.png?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/HqVDa89ULJx85YTlBOcAMuQ8SI9ae5.png	(from https://superfluous-kimchi-689705.framer.app/about)
05:28:09	22160/22160	---MC-	200	added ('OK')	image/png	etag:%22c47757cab526487925bd81746c1427cf%22	https://framerusercontent.com/images/iL88Pvd4qNMVsRq8Orlvs7d7c.png?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/iL88Pvd4qNMVsRq8Orlvs7d7c9ae5.png	(from https://superfluous-kimchi-689705.framer.app/about)
05:28:09	6595615/6595615	---MC-	200	added ('OK')	image/jpeg	etag:%22ba93cb02b4e7d8003acc4ee90cc8e729%22	https://framerusercontent.com/images/4vFcMdhiiFWJ1NgzH37UOoOdAgg.jpg	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/4vFcMdhiiFWJ1NgzH37UOoOdAgg.jpg	(from https://superfluous-kimchi-689705.framer.app/)
05:28:09	20982/20982	---MC-	200	added ('OK')	image/png	etag:%224e260e83d12e320fd7b423227fbd385f%22	https://framerusercontent.com/images/Q6d1oga3XPjOZXwzEXzH9hC1yI.png?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/Q6d1oga3XPjOZXwzEXzH9hC1yI9ae5.png	(from https://superfluous-kimchi-689705.framer.app/about)
05:28:10	152252/152252	---MC-	200	added ('OK')	image/png	etag:%22b381131663a5fbb5ec6aa3a4eaea91e3%22	https://framerusercontent.com/images/H03k2D00JMK6uOvjnEYVUEB4Y.png?scale-down-to=2048	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/H03k2D00JMK6uOvjnEYVUEB4Y9ae5.png	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:10	11814/11814	---MC-	200	added ('OK')	image/png	etag:%22ccc370898572b369761c6ff5b78c63f5%22	https://framerusercontent.com/images/cw4oq3AdEBaTr6I4kHI0b1s6hyo.png?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/cw4oq3AdEBaTr6I4kHI0b1s6hyobf23.png	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:10	338358/338358	---MC-	200	added ('OK')	image/jpeg	etag:%224c4bad6f6bf7def010a66c7cf0676984%22	https://framerusercontent.com/images/mVRZVVbnv579cXWxxlmQfzQDEqY.jpg?scale-down-to=1024	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/mVRZVVbnv579cXWxxlmQfzQDEqYbf23.jpg	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:10	73534/73534	---MC-	200	added ('OK')	image/png	etag:%228ab6f505e44380039d28058d86aa8c9a%22	https://framerusercontent.com/images/ZXhFi1QvVZeP3Z3EcYZj6NC28BE.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/ZXhFi1QvVZeP3Z3EcYZj6NC28BE17f5.png	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:10	37961/37961	---MC-	200	added ('OK')	image/png	etag:%22f10d8a7533526693832ed4ce08424b8b%22	https://framerusercontent.com/images/c0u2wBKIgIDOpUHD1gZRYBwYw.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/c0u2wBKIgIDOpUHD1gZRYBwYw17f5.png	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:10	54167/54167	---MC-	200	added ('OK')	image/png	etag:%22936cb347839e4762cba4f7ae91ba4019%22	https://framerusercontent.com/images/GjDuSvxl2rUTO6quZF3hK7U6eA.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/GjDuSvxl2rUTO6quZF3hK7U6eA17f5.png	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:11	108413/108413	---MC-	200	added ('OK')	image/png	etag:%222b5edc9c717978ab7ea2cc755fccbad4%22	https://framerusercontent.com/images/kmaHt2E6YnvMAUHbn8OakMHTlzw.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/kmaHt2E6YnvMAUHbn8OakMHTlzw17f5.png	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:11	57645/57645	---MC-	200	added ('OK')	image/png	etag:%226f1d7507c137a707247d846eded75bae%22	https://framerusercontent.com/images/jzkpk1FyGHV2FxmwI0mEoG079B0.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/jzkpk1FyGHV2FxmwI0mEoG079B017f5.png	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:11	101786/101786	---MC-	200	added ('OK')	image/png	etag:%22e2103f9dcd07781874db1304b06d67b4%22	https://framerusercontent.com/images/5E6srZ4oN1UQqIcQiGB0eBbKmj4.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/5E6srZ4oN1UQqIcQiGB0eBbKmj417f5.png	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:11	120475/120475	---MC-	200	added ('OK')	image/png	etag:%220140bb4ccb76e2ed35efaf6931af83b1%22	https://framerusercontent.com/images/FMVgJxKnA0ZTCUJPepBh01IcbQ.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/FMVgJxKnA0ZTCUJPepBh01IcbQ17f5.png	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:12	118851/118851	---MC-	200	added ('OK')	image/png	etag:%22b3a6c0c7bd3d388136a2107666c77fa7%22	https://framerusercontent.com/images/1XrxJW54eNvtPvNXPwmOoSdxQsE.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/1XrxJW54eNvtPvNXPwmOoSdxQsE17f5.png	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
05:28:12	59163/59163	---MC-	200	added ('OK')	image/png	etag:%2214e7b0d10087d5b87834e7f3a67e12bb%22	https://framerusercontent.com/images/wqbsXXMnRdmGS1jWXVAaARSH4.png?scale-down-to=512	D:/My%20Web%20Sites/kiarportfolio/framerusercontent.com/images/wqbsXXMnRdmGS1jWXVAaARSH417f5.png	(from https://superfluous-kimchi-689705.framer.app/therockstarexperience)
